,submission_id,submission_state,education,employment_status,percentage,financial_situation,age,are_children_attending_face_to_face_classes,does_home_shows_severe_deficit_of_electricity,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,geography,are_there_teachers_at_scheduled_class_hours,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_children_have_internet_connection,do_school_and_the_teachers_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
3406,5654104356683776,Yaracuy,7,"I do housework, fulfilling domestic tasks, looking after children",0.99,Midium_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,0,Female,1,0,0,0,0
3408,5651032532320256,Aragua,3,I am retired,0.96,Bad_situation,Over 45 years old,1,1,No,1,City center or metropolitan area,There are not enough,0,1,Female,1,0,0,1,1
3409,6552673540374528,Aragua,4,"I do housework, fulfilling domestic tasks, looking after children",0.96,Midium_situation,Over 45 years old,1,0,No,0,Rural,There are enough,0,0,Female,1,1,1,1,0
3410,5948439958650880,Yaracuy,9,"I work part-time, either as an employee or self-employed",0.99,Good_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Male,1,0,0,1,0
3411,6583254412165120,Aragua,6,I am a student and I work part-time,0.96,Bad_situation,16 to 25 years old,0,1,No,1,Rural,Irregularly,1,1,Female,1,0,0,1,1
3412,5874363852390400,Aragua,9,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,36 to 45 years old,0,1,No,1,Suburban/Peri-urban,Irregularly,1,1,Female,1,0,0,1,1
3413,5971521498775552,Aragua,5,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,1,0
3414,6221104380379136,Aragua,5,I am a student,0.96,Bad_situation,26 to 35 years old,1,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Male,1,1,1,1,1
3415,4945343753224192,Aragua,7,"I work full-time, either as an employee or self-employed",0.96,Better_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,1,0,Male,1,1,1,1,1
3416,5271871477252096,Portuguesa,5,I am a student,0.97,Bad_situation,16 to 25 years old,1,0,No,1,Suburban/Peri-urban,There are enough,1,0,Male,1,0,0,1,1
3418,6087551332122624,Portuguesa,8,I am a student and I work part-time,0.97,Bad_situation,16 to 25 years old,0,0,No,1,Rural,There are not enough,1,1,Female,1,1,1,1,0
3419,4711236578312192,Falcón,9,None of the above,0.97,Good_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,1,Female,1,1,0,1,0
3421,5091507312001024,Táchira,3,"I work full-time, either as an employee or self-employed",0.93,Bad_situation,26 to 35 years old,0,1,No,0,Rural,Irregularly,0,1,Male,1,0,1,1,1
3423,5026603192287232,Táchira,4,"I do housework, fulfilling domestic tasks, looking after children",0.93,Midium_situation,36 to 45 years old,0,1,No,0,Rural,There are not enough,0,0,Female,1,0,0,1,0
3426,4705795861381120,Táchira,5,"I do housework, fulfilling domestic tasks, looking after children",0.93,Better_situation,36 to 45 years old,0,0,No,0,Rural,There are not enough,0,0,Male,1,1,1,1,1
3427,5544227231760384,Táchira,4,I am a student,0.93,Good_situation,16 to 25 years old,0,0,No,1,City center or metropolitan area,There are enough,1,0,Male,1,1,0,0,0
3428,6052102752436224,Mérida,5,"I work part-time, either as an employee or self-employed",0.93,Better_situation,26 to 35 years old,0,1,No,0,Rural,There are not enough,0,1,Male,1,0,0,1,0
3429,4695859521650688,Trujillo,5,I am a student and I work part-time,0.97,Better_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,1,1,0,1,0
3430,5703873280081920,Trujillo,9,"I work part-time, either as an employee or self-employed",0.97,Good_situation,16 to 25 years old,1,1,2 days,0,City center or metropolitan area,Irregularly,0,1,Male,1,1,0,1,0
3431,6151155838353408,Trujillo,9,"I work full-time, either as an employee or self-employed",0.97,Good_situation,26 to 35 years old,1,1,No,1,City center or metropolitan area,There are enough,1,0,Female,1,1,1,1,1
3432,4620436607598592,Trujillo,6,I am a student and I work part-time,0.97,Bad_situation,16 to 25 years old,0,0,No,1,City center or metropolitan area,Irregularly,0,1,Female,1,1,0,1,0
3433,5236990554669056,Trujillo,8,I am a student and I work part-time,0.97,Midium_situation,16 to 25 years old,0,0,No,1,City center or metropolitan area,There are not enough,0,0,Female,1,1,1,1,0
3434,5144288131547136,Trujillo,9,"I work full-time, either as an employee or self-employed",0.97,Midium_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,1,1,Male,1,0,0,1,0
3435,5011121798119424,Bolívar,7,I am unemployed,0.96,Midium_situation,26 to 35 years old,0,0,No,0,Rural,Irregularly,0,1,Female,1,1,1,0,0
3440,6728750892056576,Bolívar,2,"I do housework, fulfilling domestic tasks, looking after children",0.96,Midium_situation,Over 45 years old,0,0,No,0,Rural,There are not enough,0,0,Female,1,0,0,1,0
3441,5817483251679232,Bolívar,5,I am a student,0.96,Bad_situation,16 to 25 years old,0,1,No,1,City center or metropolitan area,Irregularly,0,1,Male,1,0,1,0,0
3442,4797643334352896,Bolívar,8,I am a student and I work part-time,0.96,Midium_situation,36 to 45 years old,1,0,No,1,City center or metropolitan area,There are enough,1,0,Female,1,1,1,1,1
3444,6206740030029824,Distrito Federal,6,I am unemployed,0.9,Bad_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,1,0,Female,1,1,0,0,0
3445,6698015233671168,Distrito Federal,5,I am unable to work due to long-term illness or disability,0.9,Better_situation,Over 45 years old,1,0,No,0,Suburban/Peri-urban,There are enough,1,0,Female,1,1,1,0,0
3446,4628443835924480,Distrito Federal,7,"I work part-time, either as an employee or self-employed",0.9,Better_situation,26 to 35 years old,1,1,2 days,1,City center or metropolitan area,Irregularly,1,1,Male,1,1,1,1,1
3447,6348797952393216,Distrito Federal,7,"I work part-time, either as an employee or self-employed",0.9,Bad_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,1,Female,1,0,0,0,0
3448,6633565608738816,Distrito Federal,8,I am a student,0.9,Midium_situation,16 to 25 years old,1,0,No,1,Rural,There are enough,1,0,Male,1,0,0,1,0
3449,5366721266581504,Distrito Federal,10,I am unemployed,0.9,Better_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,1,0,Female,1,1,1,1,1
3451,6312766800658432,Distrito Federal,7,"I work full-time, either as an employee or self-employed",0.9,Better_situation,36 to 45 years old,0,1,No,0,Rural,Irregularly,0,1,Male,1,1,1,0,0
3453,6122386536792064,Distrito Federal,7,"I work part-time, either as an employee or self-employed",0.9,Bad_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,1,Female,1,1,1,0,0
3454,6646325889466368,Distrito Federal,7,I am unemployed,0.9,Midium_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Male,1,0,0,1,0
3455,5647033297010688,Zulia,10,"I work full-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Female,1,0,0,1,0
3456,5989021024256000,Zulia,7,None of the above,0.96,Midium_situation,26 to 35 years old,1,0,No,1,City center or metropolitan area,There are enough,1,0,Female,1,1,1,0,1
3457,4775871608258560,Zulia,5,I am unemployed,0.96,Bad_situation,36 to 45 years old,1,1,No,1,Rural,Irregularly,1,1,Female,1,1,1,1,1
3458,5474681242255360,Zulia,5,I am a student,0.96,Better_situation,16 to 25 years old,0,1,No,1,City center or metropolitan area,Irregularly,1,1,Female,1,1,1,1,0
3461,6573313475477504,Zulia,4,I am unemployed,0.96,Bad_situation,36 to 45 years old,1,1,Every day,1,City center or metropolitan area,Irregularly,1,1,Male,1,1,1,1,1
3462,5696984152539136,Zulia,7,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,1,0,Male,1,0,0,0,1
3464,6629270255566848,Zulia,9,I am unemployed,0.96,Bad_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,1,0,0,1,0
3465,4750409481846784,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,1,No,1,City center or metropolitan area,There are not enough,0,1,Male,1,0,0,1,0
3466,4817901889781760,Zulia,9,I am unemployed,0.96,Midium_situation,26 to 35 years old,1,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,1,0,0,1,0
3468,5946854427852800,Zulia,4,None of the above,0.96,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,1
3469,6341530129530880,Zulia,7,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,36 to 45 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,1,0,0,0,0
3471,6711468224675840,Zulia,9,I am unemployed,0.96,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,0,1,Male,1,1,1,1,0
3473,5020985458950144,Zulia,9,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,16 to 25 years old,0,0,No,1,Suburban/Peri-urban,There are not enough,0,1,Female,1,1,0,1,1
3474,4991676602122240,Zulia,7,I am unemployed,0.96,Bad_situation,26 to 35 years old,0,0,No,1,Rural,Irregularly,1,0,Female,1,1,0,0,1
3475,6282424601542656,Zulia,9,"I do housework, fulfilling domestic tasks, looking after children",0.96,Bad_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are enough,0,0,Female,1,0,1,1,0
3477,5562942199431168,Zulia,9,I am unemployed,0.96,Midium_situation,26 to 35 years old,1,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,1,1,1,1,1
3480,6474995365838848,Trujillo,5,"I work part-time, either as an employee or self-employed",0.97,Midium_situation,26 to 35 years old,0,0,No,1,City center or metropolitan area,Irregularly,1,1,Female,1,1,1,1,1
3481,6246643480657920,Bolívar,9,I am unemployed,0.96,Midium_situation,26 to 35 years old,0,0,No,1,City center or metropolitan area,There are not enough,1,0,Male,1,1,0,1,0
3482,4751718507347968,Bolívar,9,"I work full-time, either as an employee or self-employed",0.96,Good_situation,26 to 35 years old,0,1,No,1,City center or metropolitan area,There are not enough,0,1,Male,1,0,1,1,1
3484,4807270973308928,Bolívar,7,"I work full-time, either as an employee or self-employed",0.96,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,1,0,1,0
3485,4952515610411008,Bolívar,5,I am unemployed,0.96,Bad_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,1,Male,1,1,0,0,0
3487,6583047549091840,Bolívar,5,I am a student,0.96,Better_situation,16 to 25 years old,0,0,No,1,Rural,There are enough,0,1,Female,1,0,0,1,0
3489,6379920493379584,Bolívar,6,None of the above,0.96,Bad_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Female,1,1,1,1,0
3491,5792838259572736,Bolívar,5,I am a student and I work part-time,0.96,Midium_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,1,1,1,0
3492,4792313951027200,Bolívar,9,I am unemployed,0.96,Bad_situation,16 to 25 years old,1,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,0,0,1,0
3495,4677728099106816,Bolívar,5,None of the above,0.96,Midium_situation,26 to 35 years old,0,0,No,1,Suburban/Peri-urban,Irregularly,1,0,Male,1,1,1,0,0
3496,5014461772726272,Bolívar,9,I am a student,0.96,Bad_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,1,0,Female,1,1,1,1,1
3497,5064728492900352,Bolívar,1,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,16 to 25 years old,1,1,No,1,Rural,There are enough,1,1,Male,1,1,1,1,1
3498,5002907270512640,Monagas,8,None of the above,0.97,Midium_situation,36 to 45 years old,0,0,No,0,Rural,There are not enough,1,0,Male,1,0,0,0,1
3499,5126988338823168,Anzoátegui,5,I am a student and I work part-time,0.95,Better_situation,16 to 25 years old,0,1,No,1,Rural,Irregularly,0,1,Female,1,1,1,0,0
3500,6219102422302720,Anzoátegui,5,I am a student,0.95,Bad_situation,16 to 25 years old,0,0,No,1,Rural,There are not enough,0,1,Male,1,0,0,0,0
3502,6276131937583104,Portuguesa,5,I am a student and I work part-time,0.97,Bad_situation,16 to 25 years old,0,0,No,1,Rural,Irregularly,0,0,Male,1,1,0,0,1
3503,4888339605094400,Portuguesa,7,"I work part-time, either as an employee or self-employed",0.97,Better_situation,Over 45 years old,0,1,2 days,0,Rural,Irregularly,0,0,Male,1,1,1,1,1
3504,6488257889304576,Portuguesa,9,I am unemployed,0.97,Midium_situation,36 to 45 years old,1,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,1,1,1,1,1
3507,5232237049282560,Portuguesa,6,Retired,0.97,Midium_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Male,1,0,0,1,1
3508,4977557165572096,Portuguesa,5,I am a student,0.97,Midium_situation,16 to 25 years old,0,1,No,1,Suburban/Peri-urban,There are not enough,1,0,Female,1,0,0,1,0
3510,6568196558815232,Portuguesa,7,"I do housework, fulfilling domestic tasks, looking after children",0.97,Midium_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,1,0,0,1,0
3511,5958830491172864,Portuguesa,4,I am a student,0.97,Good_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,0,Male,1,1,1,1,0
3512,6398041077841920,Nueva Esparta,4,I am a student,0.93,Bad_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,0,0,1,0
3514,4969769098018816,Táchira,5,"I do housework, fulfilling domestic tasks, looking after children",0.93,Good_situation,26 to 35 years old,1,1,No,0,Rural,There are not enough,0,1,Female,1,0,0,1,0
3516,6398790952288256,Táchira,5,"I work full-time, either as an employee or self-employed",0.93,Good_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,1,1,1,0
3517,5210453293924352,Aragua,7,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,1,No,1,Suburban/Peri-urban,There are enough,1,0,Male,1,1,0,1,1
3520,5480308857372672,Aragua,7,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,1,No,1,Suburban/Peri-urban,There are not enough,1,0,Male,1,1,0,1,0
3526,5154044804071424,Aragua,5,I am a student,0.96,Bad_situation,16 to 25 years old,0,1,No,0,Rural,Irregularly,0,1,Female,1,1,1,1,1
3529,5188244840120320,Guárico,5,None of the above,0.96,Bad_situation,16 to 25 years old,0,1,No,1,Rural,Irregularly,0,0,Female,1,0,0,0,0
3530,4747283165085696,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,1,0,0,0,0
3531,4645149312548864,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Better_situation,36 to 45 years old,0,1,No,0,City center or metropolitan area,There are not enough,1,1,Female,1,0,0,1,0
3533,6204577228783616,Zulia,9,"I do housework, fulfilling domestic tasks, looking after children",0.96,Better_situation,Over 45 years old,1,1,No,0,Suburban/Peri-urban,There are enough,0,0,Female,1,1,1,1,0
3536,6265607371882496,Zulia,5,I am unemployed,0.96,Better_situation,16 to 25 years old,1,0,No,1,City center or metropolitan area,Irregularly,0,0,Female,1,0,0,1,0
3537,6138227835797504,Zulia,7,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,There are enough,0,1,Female,1,1,1,1,1
3538,4705499542192128,Zulia,9,I am a student,0.96,Bad_situation,36 to 45 years old,0,0,No,0,Rural,Irregularly,1,0,Male,1,1,1,0,0
3540,6659713587740672,Zulia,9,"I work full-time, either as an employee or self-employed",0.96,Good_situation,36 to 45 years old,0,0,No,1,City center or metropolitan area,There are not enough,0,0,Female,1,1,0,0,1
3541,5785491080478720,Zulia,9,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,26 to 35 years old,0,0,No,0,Rural,Irregularly,0,0,Female,1,1,1,1,1
3543,5794226137989120,Zulia,5,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,1,Male,1,1,0,0,0
3544,6218433799913472,Zulia,9,"I do housework, fulfilling domestic tasks, looking after children",0.96,Midium_situation,Over 45 years old,0,0,No,0,Rural,There are not enough,0,0,Female,1,0,0,0,0
3546,5819005414932480,Zulia,5,I am unemployed,0.96,Bad_situation,Over 45 years old,1,1,No,1,Rural,There are not enough,1,1,Female,1,1,1,0,1
3547,4519809953038336,Zulia,5,I am unemployed,0.96,Bad_situation,26 to 35 years old,0,0,No,1,City center or metropolitan area,Irregularly,1,0,Female,1,0,0,0,0
3548,4789377451687936,Zulia,9,"I work part-time, either as an employee or self-employed",0.96,Better_situation,36 to 45 years old,1,1,No,0,City center or metropolitan area,Irregularly,0,1,Male,1,0,0,1,1
3549,6568757186265088,Delta Amacuro,5,"I do housework, fulfilling domestic tasks, looking after children",0.95,Bad_situation,16 to 25 years old,0,1,Every day,0,Rural,There are not enough,0,1,Female,1,1,1,1,0
3551,4638287951298560,Barinas,5,I am unemployed,0.97,Bad_situation,26 to 35 years old,0,0,No,1,Suburban/Peri-urban,Irregularly,1,1,Male,1,0,1,1,1
3553,4694410909712384,Aragua,9,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,36 to 45 years old,1,0,No,0,Rural,Irregularly,0,0,Female,1,0,0,1,0
3554,5022975303876608,Aragua,10,I am retired,0.96,Midium_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,1,1,1,0,0
3555,6027168655343616,Aragua,5,I am a student,0.96,Good_situation,16 to 25 years old,0,1,Every day,0,Suburban/Peri-urban,Irregularly,0,1,Female,1,0,0,0,1
3558,5254289340760064,Aragua,5,I am a student and I work part-time,0.96,Better_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,1,1,Female,1,1,1,1,0
